1,627,625,629
2,628,626,630
3,629,627,631
4,630,628,632
5,631,629,633
6,632,630,634
7,633,631,635
8,633,631,635
9,633,631,635
10,634,632,636
11,634,632,636
12,634,632,636
13,635,633,637
14,635,633,637
15,635,633,637
16,635,633,637
17,635,633,637
18,635,633,637
19,635,633,637
20,636,634,638
21,636,634,638
22,636,634,638
23,636,634,638
24,636,634,638
25,636,634,638
26,637,635,639
26,638,636,640
27,639,637,641
27,640,638,642
27,641,639,643
28,641,639,643
28,642,640,644
29,643,641,645
29,644,642,646
29,645,643,647
29,646,644,648
30,647,645,649
30,648,646,650
30,649,647,651
31,650,648,652
31,651,649,653
32,650,648,652
33,650,648,652
34,649,647,651
35,649,647,651
36,649,647,651
37,649,647,651
38,650,648,652
39,650,648,652
40,651,649,653
41,651,649,653
42,652,650,654
43,652,650,654
44,653,651,655
45,653,651,655
46,654,652,656
47,654,652,656
48,654,652,656
49,654,652,656
50,654,652,656
51,654,652,656
52,655,653,657
53,655,653,657
54,655,653,657
55,655,653,657
56,655,653,657
57,655,653,657
58,654,652,656
59,654,652,656
60,654,652,656
61,654,652,656
62,654,652,656
63,654,652,656
64,654,652,656
65,654,652,656
66,653,651,655
67,653,651,655
68,653,651,655
69,653,651,655
70,653,651,655
71,653,651,655
72,652,650,654
73,651,649,653
74,650,648,652
74,649,647,651
75,648,646,650
76,647,645,649
76,646,644,648
76,647,645,649
77,648,646,650
77,649,647,651
78,650,648,652
78,651,649,653
78,652,650,654
79,653,651,655
80,654,652,656
81,655,653,657
82,656,654,658
83,656,654,658
84,657,655,659
85,658,656,660
86,659,657,661
87,659,657,661
88,659,657,661
89,659,657,661
90,659,657,661
91,659,657,661
92,659,657,661
93,659,657,661
94,659,657,661
95,659,657,661
96,659,657,661
97,659,657,661
98,659,657,661
99,659,657,661
100,659,657,661
101,659,657,661
102,659,657,661
103,660,658,662
104,660,658,662
105,660,658,662
106,661,659,663
107,661,659,663
108,662,660,664
109,662,660,664
110,661,659,663
111,661,659,663
112,660,658,662
113,660,658,662
114,659,657,661
115,659,657,661
116,658,656,660
117,657,655,659
118,657,655,659
119,656,654,658
120,656,654,658
121,656,654,658
122,656,654,658
123,656,654,658
124,656,654,658
125,656,654,658
126,656,654,658
127,656,654,658
128,656,654,658
129,656,654,658
130,656,654,658
131,656,654,658
132,656,654,658
133,656,654,658
134,656,654,658
135,656,654,658
136,656,654,658
137,656,654,658
138,656,654,658
139,656,654,658
140,656,654,658
141,656,654,658
142,656,654,658
143,656,654,658
144,656,654,658
145,656,654,658
146,655,653,657
146,654,652,656
147,653,651,655
148,652,650,654
148,651,649,653
149,650,648,652
149,649,647,651
150,648,646,650
151,647,645,649
151,646,644,648
151,645,643,647
152,646,644,648
153,647,645,649
154,647,645,649
155,648,646,650
156,649,647,651
157,650,648,652
158,651,649,653
159,652,650,654
160,652,650,654
161,653,651,655
161,654,652,656
162,655,653,657
162,656,654,658
162,657,655,659
163,658,656,660
163,659,657,661
164,660,658,662
164,661,659,663
165,662,660,664
165,663,661,665
165,664,662,666
165,663,661,665
165,662,660,664
166,662,660,664
167,662,660,664
168,663,661,665
169,663,661,665
170,663,661,665
171,663,661,665
172,664,662,666
173,664,662,666
174,664,662,666
175,664,662,666
176,665,663,667
177,665,663,667
178,665,663,667
179,665,663,667
180,665,663,667
181,665,663,667
182,666,664,668
183,666,664,668
184,666,664,668
185,666,664,668
186,666,664,668
187,666,664,668
188,666,664,668
189,667,665,669
190,667,665,669
191,668,666,670
192,668,666,670
193,669,667,671
194,669,667,671
195,670,668,672
196,671,669,673
197,671,669,673
198,672,670,674
199,672,670,674
200,672,670,674
201,672,670,674
202,672,670,674
203,672,670,674
204,672,670,674
205,672,670,674
206,673,671,675
207,673,671,675
208,673,671,675
209,673,671,675
210,673,671,675
211,673,671,675
212,672,670,674
213,672,670,674
214,671,669,673
215,671,669,673
216,670,668,672
217,670,668,672
218,669,667,671
219,669,667,671
220,670,668,672
221,670,668,672
222,671,669,673
223,671,669,673
224,671,669,673
225,671,669,673
226,670,668,672
227,670,668,672
228,669,667,671
229,669,667,671
230,669,667,671
231,669,667,671
232,669,667,671
233,670,668,672
234,670,668,672
235,671,669,673
236,671,669,673
237,672,670,674
238,673,671,675
239,673,671,675
240,673,671,675
241,673,671,675
242,672,670,674
243,672,670,674
244,671,669,673
245,671,669,673
246,671,669,673
247,671,669,673
248,672,670,674
248,673,671,675
249,674,672,676
250,675,673,677
250,676,674,678
251,677,675,679
252,678,676,680
252,679,677,681
252,680,678,682
253,680,678,682
254,680,678,682
255,680,678,682
256,681,679,683
257,681,679,683
258,681,679,683
259,681,679,683
260,682,680,684
261,683,681,685
261,684,682,686
262,685,683,687
263,686,684,688
264,687,685,689
265,688,686,690
266,689,687,691
266,690,688,692
267,691,689,693
267,692,690,694
268,692,690,694
269,691,689,693
270,691,689,693
271,691,689,693
272,690,688,692
273,690,688,692
273,689,687,691
274,688,686,690
274,687,685,689
275,686,684,688
275,685,683,687
275,684,682,686
276,683,681,685
276,682,680,684
277,681,679,683
277,680,678,682
278,679,677,681
278,678,676,680
279,678,676,680
280,678,676,680
281,678,676,680
282,677,675,679
283,677,675,679
284,676,674,678
285,676,674,678
286,675,673,677
287,675,673,677
288,674,672,676
289,674,672,676
290,673,671,675
291,673,671,675
291,672,670,674
292,671,669,673
292,670,668,672
293,669,667,671
293,668,666,670
293,667,665,669
294,666,664,668
294,665,663,667
295,664,662,666
295,663,661,665
296,662,660,664
296,661,659,663
296,660,658,662
297,659,657,661
297,658,656,660
298,657,655,659
298,656,654,658
299,655,653,657
299,654,652,656
299,653,651,655
300,653,651,655
301,653,651,655
302,652,650,654
303,652,650,654
304,652,650,654
305,652,650,654
306,652,650,654
307,651,649,653
308,651,649,653
309,651,649,653
310,651,649,653
311,650,648,652
312,650,648,652
313,650,648,652
314,650,648,652
315,649,647,651
316,649,647,651
317,648,646,650
318,648,646,650
319,647,645,649
320,647,645,649
321,647,645,649
322,647,645,649
323,647,645,649
324,648,646,650
325,648,646,650
326,648,646,650
327,649,647,651
328,649,647,651
329,650,648,652
330,651,649,653
331,651,649,653
332,652,650,654
333,653,651,655
334,653,651,655
335,653,651,655
336,653,651,655
337,653,651,655
338,653,651,655
339,653,651,655
340,653,651,655
341,653,651,655
342,654,652,656
343,654,652,656
344,654,652,656
345,654,652,656
346,654,652,656
347,654,652,656
348,655,653,657
349,656,654,658
350,656,654,658
351,657,655,659
352,657,655,659
353,657,655,659
354,657,655,659
355,657,655,659
356,657,655,659
357,657,655,659
358,657,655,659
359,657,655,659
360,657,655,659
361,657,655,659
362,657,655,659
363,657,655,659
364,658,656,660
365,658,656,660
366,657,655,659
367,657,655,659
