1,659,657,661
2,660,658,662
3,661,659,663
4,661,659,663
4,660,658,662
5,659,657,661
5,658,656,660
6,657,655,659
6,656,654,658
7,655,653,657
7,654,652,656
8,654,652,656
9,654,652,656
10,654,652,656
11,654,652,656
12,654,652,656
13,654,652,656
14,654,652,656
15,654,652,656
16,653,651,655
17,653,651,655
18,653,651,655
19,653,651,655
20,653,651,655
21,653,651,655
22,653,651,655
22,652,650,654
23,651,649,653
23,650,648,652
24,649,647,651
24,648,646,650
25,647,645,649
26,646,644,648
26,645,643,647
27,644,642,646
28,643,641,645
29,642,640,644
30,641,639,643
30,640,638,642
31,639,637,641
31,638,636,640
32,637,635,639
32,636,634,638
33,635,633,637
33,634,632,636
34,634,632,636
35,634,632,636
36,633,631,635
37,633,631,635
38,633,631,635
39,633,631,635
40,632,630,634
41,632,630,634
42,632,630,634
42,631,629,633
43,630,628,632
43,629,627,631
44,628,626,630
44,627,625,629
45,626,624,628
45,625,623,627
45,624,622,626
46,623,621,625
46,622,620,624
46,621,619,623
47,620,618,622
47,619,617,621
48,618,616,620
49,617,615,619
50,617,615,619
51,616,614,618
52,615,613,617
53,614,612,616
54,613,611,615
55,613,611,615
56,612,610,614
57,612,610,614
58,612,610,614
59,612,610,614
60,612,610,614
61,612,610,614
62,612,610,614
63,612,610,614
64,612,610,614
65,612,610,614
66,612,610,614
67,612,610,614
68,612,610,614
69,613,611,615
70,613,611,615
71,613,611,615
72,613,611,615
73,613,611,615
74,613,611,615
75,614,612,616
76,614,612,616
77,614,612,616
78,613,611,615
79,613,611,615
79,612,610,614
80,611,609,613
80,610,608,612
81,609,607,611
81,608,606,610
81,607,605,609
82,607,605,609
83,606,604,608
84,606,604,608
85,606,604,608
86,607,605,609
87,607,605,609
88,607,605,609
89,608,606,610
90,608,606,610
91,608,606,610
92,608,606,610
93,608,606,610
94,607,605,609
95,607,605,609
96,607,605,609
97,607,605,609
98,608,606,610
99,608,606,610
100,608,606,610
101,609,607,611
102,609,607,611
103,609,607,611
104,610,608,612
105,610,608,612
105,609,607,611
106,608,606,610
107,608,606,610
108,608,606,610
109,608,606,610
110,608,606,610
111,608,606,610
112,609,607,611
113,609,607,611
114,609,607,611
115,609,607,611
116,610,608,612
117,610,608,612
118,610,608,612
119,610,608,612
120,611,609,613
121,611,609,613
122,611,609,613
122,612,610,614
123,613,611,615
123,614,612,616
123,615,613,617
124,616,614,618
124,617,615,619
125,617,615,619
126,617,615,619
127,617,615,619
128,616,614,618
129,616,614,618
130,616,614,618
131,616,614,618
131,615,613,617
132,614,612,616
132,613,611,615
132,612,610,614
133,611,609,613
133,610,608,612
133,609,607,611
134,608,606,610
134,607,605,609
135,607,605,609
136,608,606,610
137,608,606,610
138,609,607,611
139,609,607,611
140,610,608,612
141,610,608,612
142,611,609,613
143,611,609,613
144,612,610,614
145,612,610,614
146,612,610,614
147,612,610,614
148,612,610,614
149,612,610,614
150,612,610,614
151,613,611,615
152,613,611,615
153,613,611,615
154,613,611,615
155,613,611,615
156,613,611,615
157,613,611,615
158,613,611,615
159,613,611,615
160,613,611,615
161,613,611,615
162,613,611,615
163,613,611,615
164,613,611,615
165,613,611,615
166,614,612,616
167,614,612,616
168,614,612,616
169,614,612,616
170,615,613,617
171,615,613,617
172,615,613,617
173,615,613,617
174,616,614,618
175,616,614,618
176,616,614,618
177,616,614,618
178,617,615,619
179,617,615,619
180,617,615,619
181,617,615,619
182,618,616,620
183,618,616,620
184,618,616,620
185,618,616,620
186,619,617,621
187,619,617,621
188,619,617,621
189,620,618,622
190,620,618,622
191,621,619,623
192,621,619,623
193,621,619,623
194,621,619,623
195,621,619,623
196,620,618,622
197,620,618,622
198,620,618,622
199,620,618,622
200,619,617,621
201,619,617,621
202,619,617,621
203,619,617,621
204,618,616,620
205,618,616,620
206,618,616,620
207,619,617,621
208,620,618,622
209,621,619,623
210,622,620,624
211,623,621,625
212,624,622,626
213,625,623,627
214,625,623,627
215,625,623,627
216,626,624,628
217,626,624,628
218,626,624,628
219,627,625,629
220,627,625,629
221,627,625,629
222,628,626,630
223,628,626,630
224,628,626,630
225,629,627,631
226,629,627,631
226,628,626,630
227,627,625,629
227,626,624,628
227,625,623,627
228,624,622,626
228,623,621,625
228,622,620,624
229,621,619,623
229,620,618,622
230,619,617,621
230,618,616,620
230,617,615,619
231,616,614,618
231,615,613,617
232,614,612,616
232,613,611,615
233,612,610,614
234,611,609,613
234,610,608,612
235,609,607,611
236,608,606,610
237,607,605,609
237,606,604,608
238,605,603,607
238,604,602,606
239,605,603,607
240,605,603,607
241,606,604,608
242,606,604,608
243,607,605,609
244,608,606,610
245,608,606,610
246,609,607,611
247,610,608,612
248,610,608,612
249,611,609,613
250,611,609,613
251,611,609,613
252,611,609,613
253,611,609,613
254,611,609,613
255,611,609,613
256,611,609,613
257,611,609,613
258,611,609,613
259,611,609,613
260,611,609,613
261,611,609,613
262,612,610,614
263,612,610,614
264,612,610,614
264,611,609,613
264,610,608,612
265,609,607,611
265,608,606,610
265,607,605,609
265,606,604,608
266,605,603,607
266,604,602,606
266,603,601,605
266,602,600,604
267,601,599,603
267,600,598,602
267,599,597,601
268,599,597,601
269,600,598,602
270,600,598,602
271,600,598,602
272,600,598,602
273,600,598,602
274,599,597,601
275,599,597,601
276,599,597,601
277,599,597,601
278,599,597,601
279,599,597,601
280,598,596,600
281,598,596,600
282,598,596,600
282,599,597,601
283,600,598,602
283,601,599,603
283,602,600,604
284,603,601,605
284,604,602,606
285,605,603,607
286,605,603,607
287,606,604,608
288,606,604,608
289,607,605,609
290,607,605,609
291,607,605,609
292,606,604,608
292,605,603,607
293,604,602,606
293,603,601,605
294,602,600,604
294,601,599,603
295,600,598,602
296,599,597,601
296,598,596,600
297,597,595,599
297,596,594,598
297,595,593,597
298,594,593,595
298,593,592,594
299,592,591,593
299,591,590,592
300,590,589,591
301,589,588,590
301,588,587,589
301,587,586,588
302,587,586,588
303,586,585,587
304,586,585,587
305,586,585,587
306,585,584,586
307,585,584,586
308,584,583,585
309,584,583,585
310,583,582,584
311,583,582,584
312,582,581,583
313,582,581,583
314,582,581,583
314,583,582,584
315,584,583,585
315,585,584,586
315,586,585,587
316,587,586,588
316,588,587,589
317,588,587,589
318,587,586,588
319,587,586,588
319,588,587,589
320,589,588,590
320,590,589,591
320,591,590,592
321,591,590,592
322,590,589,591
323,590,589,591
324,589,588,590
325,589,588,590
326,588,587,589
327,588,587,589
328,587,586,588
329,587,586,588
330,587,586,588
331,587,586,588
332,587,586,588
333,587,586,588
333,586,585,587
334,585,584,586
334,584,583,585
334,583,582,584
334,582,581,583
335,581,580,582
335,580,579,581
335,579,578,580
335,578,577,579
336,577,576,578
336,576,575,577
337,576,575,577
337,575,574,576
338,574,573,575
338,573,572,574
338,572,571,573
338,571,570,572
338,570,569,571
339,569,568,570
339,568,567,569
340,568,567,569
341,568,567,569
342,567,566,568
343,567,566,568
344,567,566,568
345,568,567,569
346,569,568,570
347,569,568,570
348,570,569,571
349,571,570,572
350,572,571,573
351,573,572,574
352,573,572,574
353,574,573,575
354,574,573,575
355,574,573,575
356,574,573,575
357,574,573,575
358,575,574,576
359,575,574,576
360,576,575,577
361,576,575,577
362,576,575,577
363,577,576,578
364,577,576,578
365,578,577,579
366,578,577,579
367,578,577,579
368,578,577,579
369,577,576,578
370,577,576,578
371,577,576,578
372,577,576,578
373,577,576,578
374,577,576,578
375,576,575,577
376,576,575,577
377,576,575,577
378,576,575,577
379,576,575,577
380,577,576,578
381,578,577,579
382,579,578,580
382,580,579,581
383,581,580,582
384,582,581,583
385,583,582,584
385,584,583,585
386,583,582,584
386,582,581,583
387,581,580,582
388,580,579,581
388,579,578,580
389,578,577,579
390,577,576,578
391,576,575,577
391,575,574,576
391,574,573,575
392,574,573,575
393,575,574,576
394,575,574,576
395,575,574,576
396,576,575,577
397,576,575,577
398,576,575,577
399,577,576,578
400,577,576,578
401,577,576,578
402,578,577,579
403,578,577,579
403,577,576,578
404,576,575,577
404,575,574,576
404,574,573,575
404,573,572,574
405,572,571,573
405,571,570,572
406,571,570,572
407,572,571,573
408,572,571,573
409,572,571,573
410,571,570,572
411,571,570,572
412,570,569,571
413,569,568,570
414,568,567,569
415,568,567,569
